flight,source,onset_kind,t_s,staleness_s,err_m,err_at_onset_m,gamma_cum_m_s,gamma_delta_m_s,gamma_inst_m_s,sats,hdop,noise_per_ms,fix_type,speed_m_s,accel_m_s2
gps_spoofing,ekf,3x_noise_p95,127.6,7.7,14.5257,2.6879,1.8869,1.5378,0.9027,10,0.95,139,3,1.502,5.684
gps_spoofing,ekf,3x_noise_p95,127.71,7.81,14.5511,2.6879,1.8636,1.5193,0.8502,10,0.95,139,3,1.655,3.548
gps_spoofing,ekf,3x_noise_p95,127.81,7.91,14.5425,2.6879,1.8389,1.4991,0.8379,10,0.95,139,3,1.918,8.948
gps_spoofing,ekf,3x_noise_p95,127.91,8.01,14.5736,2.6879,1.8199,1.4842,0.8111,10,0.95,139,3,2.216,10.707
gps_spoofing,ekf,3x_noise_p95,128.01,8.11,14.5463,2.6879,1.7941,1.4626,0.784,10,0.95,139,3,2.545,14.18
gps_spoofing,ekf,3x_noise_p95,128.11,8.21,14.5651,2.6879,1.7745,1.447,0.7568,10,0.95,139,3,2.836,5.895
gps_spoofing,ekf,3x_noise_p95,128.21,8.31,14.5694,2.6879,1.7537,1.4301,0.7136,10,0.95,139,3,3.15,7.509
gps_spoofing,ekf,3x_noise_p95,128.31,8.41,14.6255,2.6879,1.7395,1.4198,0.7017,10,0.95,139,3,3.385,4.634
gps_spoofing,ekf,3x_noise_p95,128.41,8.51,14.6779,2.6879,1.7252,1.4093,0.658,10,0.95,139,3,3.49,4.933
gps_spoofing,ekf,3x_noise_p95,128.51,8.61,14.7693,2.6879,1.7158,1.4035,0.646,10,0.95,139,3,3.537,6.219
gps_spoofing,ekf,3x_noise_p95,128.61,8.71,14.8148,2.6879,1.7013,1.3926,0.618,10,0.95,139,3,3.419,5.222
gps_spoofing,ekf,3x_noise_p95,128.71,8.81,14.874,2.6879,1.6887,1.3836,0.5741,10,0.95,139,3,3.26,0.616
gps_spoofing,ekf,3x_noise_p95,128.81,8.91,14.8375,2.6879,1.6657,1.3639,0.5615,10,0.95,139,3,2.966,9.938
gps_spoofing,ekf,3x_noise_p95,128.91,9.01,14.7885,2.6879,1.6417,1.3433,0.5178,10,0.95,139,3,1.881,10.245
gps_spoofing,ekf,3x_noise_p95,129.01,9.11,14.69,2.6879,1.6129,1.3178,0.5052,10,0.95,139,3,0.991,12.373
gps_spoofing,ekf,3x_noise_p95,129.11,9.21,14.5862,2.6879,1.5841,1.2922,0.4616,10,0.95,139,3,0.753,2.912
gps_spoofing,ekf,3x_noise_p95,129.21,9.31,14.5105,2.6879,1.559,1.2702,0.4492,10,0.95,139,3,0.681,3.009
gps_spoofing,ekf,3x_noise_p95,129.31,9.41,14.4464,2.6879,1.5356,1.2499,0.4213,10,0.95,139,3,0.726,14.545
gps_spoofing,ekf,3x_noise_p95,129.41,9.51,14.389,2.6879,1.5134,1.2307,0.3932,10,0.95,139,3,0.977,6.901
gps_spoofing,ekf,3x_noise_p95,129.51,9.61,14.3572,2.6879,1.4943,1.2146,0.3651,10,0.95,139,3,0.996,9.703
gps_spoofing,ekf,3x_noise_p95,129.61,9.71,14.333,2.6879,1.4765,1.1996,0.3202,10,0.95,139,3,1.122,7.382
gps_spoofing,ekf,3x_noise_p95,129.71,9.81,14.2945,2.6879,1.4575,1.1834,0.3083,10,0.95,139,3,1.266,10.279
gps_spoofing,ekf,3x_noise_p95,129.81,9.91,14.2641,2.6879,1.4397,1.1684,0.2626,10,0.95,139,3,1.271,9.923
gps_spoofing,ekf,3x_noise_p95,129.91,10.01,14.2509,2.6879,1.424,1.1554,0.2508,10,0.95,139,3,0.95,3.747
gps_spoofing,ekf,3x_noise_p95,130.01,10.11,14.3127,2.6879,1.416,1.1501,0.2221,10,0.95,139,3,1.069,12.601
gps_spoofing,ekf,3x_noise_p95,130.11,10.21,14.3829,2.6879,1.409,1.1457,0.1936,10,0.95,139,3,1.128,14.306
gps_spoofing,ekf,3x_noise_p95,130.21,10.31,14.4922,2.6879,1.406,1.1452,0.1655,10,0.95,139,3,0.799,6.291
gps_spoofing,ekf,3x_noise_p95,130.31,10.41,14.6031,2.6879,1.4031,1.1449,0.1224,10,0.95,139,3,1.399,2.431
gps_spoofing,ekf,3x_noise_p95,130.41,10.51,14.6619,2.6879,1.3954,1.1396,0.1111,10,0.95,139,3,1.347,17.897
gps_spoofing,ekf,3x_noise_p95,130.51,10.61,14.7158,2.6879,1.3873,1.1339,0.0706,10,0.95,139,3,0.915,8.4
gps_spoofing,ekf,3x_noise_p95,130.61,10.71,14.843,2.6879,1.3862,1.1352,0.0597,10,0.95,139,3,0.775,12.236
gps_spoofing,ekf,3x_noise_p95,130.71,10.81,15.0027,2.6879,1.3882,1.1395,0.0354,10,0.95,139,3,0.904,7.95
gps_spoofing,ekf,3x_noise_p95,130.81,10.91,15.1665,2.6879,1.3905,1.1441,0.012,10,0.95,139,3,0.988,4.033
gps_spoofing,ekf,3x_noise_p95,130.91,11.01,15.3178,2.6879,1.3916,1.1474,-0.0106,10,0.95,139,3,1.02,1.521
gps_spoofing,ekf,3x_noise_p95,131.01,11.11,15.4164,2.6879,1.3879,1.146,-0.0325,10,0.95,139,3,0.959,1.138
gps_spoofing,ekf,3x_noise_p95,131.11,11.21,15.4984,2.6879,1.3829,1.1431,-0.0536,10,0.95,139,3,1.006,0.245
gps_spoofing,ekf,3x_noise_p95,131.21,11.31,15.5351,2.6879,1.3739,1.1362,-0.0765,10,0.95,139,3,1.009,1.037
gps_spoofing,ekf,3x_noise_p95,131.31,11.41,15.5708,2.6879,1.365,1.1294,-0.0931,10,0.95,139,3,1.068,1.289
gps_spoofing,ekf,3x_noise_p95,131.41,11.51,15.5519,2.6879,1.3515,1.1179,-0.1035,10,0.95,139,3,1.008,6.035
gps_spoofing,ekf,3x_noise_p95,131.51,11.61,15.5095,2.6879,1.3362,1.1046,-0.1135,10,0.95,139,3,0.854,2.019
gps_spoofing,ekf,3x_noise_p95,131.61,11.71,15.4306,2.6879,1.318,1.0885,-0.1231,10,0.95,139,3,0.822,3.055
gps_spoofing,ekf,3x_noise_p95,131.71,11.81,15.3623,2.6879,1.3011,1.0735,-0.1322,10,0.95,139,3,0.776,1.209
gps_spoofing,ekf,3x_noise_p95,131.81,11.91,15.3029,2.6879,1.2852,1.0595,-0.1409,10,0.95,139,3,0.725,0.582
gps_spoofing,ekf,3x_noise_p95,131.91,12.01,15.2627,2.6879,1.2711,1.0473,-0.157,10,0.95,139,3,0.708,0.32
gps_spoofing,ekf,3x_noise_p95,132.01,12.11,15.2272,2.6879,1.2577,1.0357,-0.157,10,0.95,139,3,0.675,0.198
gps_spoofing,ekf,3x_noise_p95,132.11,12.21,15.2057,2.6879,1.2457,1.0255,-0.1643,10,0.95,139,3,0.655,0.313
gps_spoofing,ekf,3x_noise_p95,132.21,12.31,15.1976,2.6879,1.2349,1.0165,-0.171,10,0.95,139,3,0.628,0.274
gps_spoofing,ekf,3x_noise_p95,132.31,12.41,15.2009,2.6879,1.2252,1.0085,-0.1773,10,0.95,139,3,0.612,0.249
gps_spoofing,ekf,3x_noise_p95,132.41,12.51,15.1852,2.6879,1.2141,0.9992,-0.1831,11,0.84,139,3,0.584,0.238
gps_spoofing,ekf,3x_noise_p95,132.5,12.6,15.1746,2.6879,1.2041,0.9909,-0.1889,11,0.84,139,3,0.567,0.241
gps_spoofing,ekf,3x_noise_p95,132.6,12.7,15.1362,2.6879,1.1916,0.98,-0.2005,11,0.84,139,3,0.537,0.237
gps_spoofing,ekf,3x_noise_p95,132.7,12.8,15.094,2.6879,1.179,0.9691,-0.2005,11,0.84,139,3,0.513,0.213
gps_spoofing,ekf,3x_noise_p95,132.8,12.9,15.0514,2.6879,1.1666,0.9583,-0.2064,11,0.84,139,3,0.483,0.233
gps_spoofing,ekf,3x_noise_p95,132.9,13.0,15.0194,2.6879,1.1552,0.9484,-0.2127,11,0.84,139,3,0.457,0.206
gps_spoofing,ekf,3x_noise_p95,133.0,13.1,14.9736,2.6879,1.1429,0.9377,-0.219,11,0.84,139,3,0.427,0.225
gps_spoofing,ekf,3x_noise_p95,133.1,13.2,14.9341,2.6879,1.1312,0.9276,-0.2258,11,0.84,139,3,0.403,0.22
gps_spoofing,ekf,3x_noise_p95,133.2,13.3,14.8826,2.6879,1.1188,0.9168,-0.2328,11,0.84,139,3,0.378,0.209
gps_spoofing,ekf,3x_noise_p95,133.3,13.4,14.8378,2.6879,1.1072,0.9066,-0.24,11,0.84,139,3,0.358,0.21
gps_spoofing,ekf,3x_noise_p95,133.4,13.5,14.7663,2.6879,1.0937,0.8946,-0.2471,11,0.84,140,3,0.341,0.229
gps_spoofing,ekf,3x_noise_p95,133.5,13.6,14.6996,2.6879,1.0807,0.8831,-0.2539,11,0.84,140,3,0.331,0.209
gps_spoofing,ekf,3x_noise_p95,133.6,13.7,14.5965,2.6879,1.0653,0.8691,-0.2601,11,0.84,140,3,0.326,0.212
gps_spoofing,ekf,3x_noise_p95,133.7,13.8,14.4992,2.6879,1.0505,0.8558,-0.266,11,0.84,140,3,0.329,0.232
gps_spoofing,ekf,3x_noise_p95,133.8,13.9,14.3874,2.6879,1.0349,0.8416,-0.2715,11,0.84,140,3,0.339,0.247
gps_spoofing,ekf,3x_noise_p95,133.9,14.0,14.2876,2.6879,1.0204,0.8285,-0.2776,11,0.84,140,3,0.354,0.216
gps_spoofing,ekf,3x_noise_p95,134.0,14.1,14.2036,2.6879,1.0072,0.8166,-0.2845,11,0.84,140,3,0.363,0.232
gps_spoofing,ekf,3x_noise_p95,134.1,14.2,14.1349,2.6879,0.9953,0.806,-0.2927,11,0.84,140,3,0.374,0.218
gps_spoofing,ekf,3x_noise_p95,134.2,14.3,14.0702,2.6879,0.9838,0.7959,-0.3024,11,0.84,140,3,0.382,0.211
gps_spoofing,ekf,3x_noise_p95,134.3,14.4,14.012,2.6879,0.973,0.7863,-0.3136,11,0.84,140,3,0.392,0.235
gps_spoofing,ekf,3x_noise_p95,134.4,14.5,13.935,2.6879,0.9609,0.7756,-0.3262,11,0.84,139,3,0.408,0.217
gps_spoofing,ekf,3x_noise_p95,134.5,14.6,13.8554,2.6879,0.9489,0.7648,-0.3402,11,0.84,139,3,0.426,0.22
gps_spoofing,ekf,3x_noise_p95,134.6,14.7,13.7654,2.6879,0.9363,0.7535,-0.3555,11,0.84,139,3,0.447,0.219
gps_spoofing,ekf,3x_noise_p95,134.7,14.8,13.6771,2.6879,0.924,0.7424,-0.372,11,0.84,139,3,0.469,0.22
gps_spoofing,ekf,3x_noise_p95,134.8,14.9,13.5799,2.6879,0.9113,0.7309,-0.3901,11,0.84,139,3,0.492,0.213
gps_spoofing,ekf,3x_noise_p95,134.9,15.0,13.4854,2.6879,0.8989,0.7198,-0.4098,11,0.84,139,3,0.515,0.226
gps_spoofing,ekf,3x_noise_p95,135.0,15.1,13.3857,2.6879,0.8864,0.7084,-0.431,11,0.84,139,3,0.538,0.222
gps_spoofing,ekf,3x_noise_p95,135.1,15.2,13.29,2.6879,0.8743,0.6975,-0.4526,11,0.84,139,3,0.561,0.218
gps_spoofing,ekf,3x_noise_p95,135.2,15.3,13.1913,2.6879,0.8621,0.6864,-0.4746,11,0.84,139,3,0.583,0.236
gps_spoofing,ekf,3x_noise_p95,135.3,15.4,13.0969,2.6879,0.8504,0.6759,-0.4962,11,0.84,139,3,0.604,0.216
gps_spoofing,ekf,3x_noise_p95,135.4,15.5,13.0024,2.6879,0.8388,0.6654,-0.5174,11,0.84,139,3,0.622,0.201
gps_spoofing,ekf,3x_noise_p95,135.5,15.6,12.9129,2.6879,0.8277,0.6554,-0.5388,11,0.84,139,3,0.639,0.21
gps_spoofing,ekf,3x_noise_p95,135.6,15.7,12.8412,2.6879,0.8178,0.6467,-0.5606,11,0.84,139,3,0.647,0.218
gps_spoofing,ekf,3x_noise_p95,135.7,15.8,12.7798,2.6879,0.8088,0.6387,-0.5813,11,0.84,139,3,0.653,0.213
gps_spoofing,ekf,3x_noise_p95,135.8,15.9,12.7253,2.6879,0.8003,0.6312,-0.6,11,0.84,139,3,0.653,0.196
gps_spoofing,ekf,3x_noise_p95,135.9,16.0,12.6744,2.6879,0.7921,0.6241,-0.6163,11,0.84,139,3,0.655,0.185
gps_spoofing,ekf,3x_noise_p95,136.0,16.1,12.6383,2.6879,0.7849,0.618,-0.6301,11,0.84,139,3,0.648,0.196
gps_spoofing,ekf,3x_noise_p95,136.1,16.2,12.6045,2.6879,0.778,0.6121,-0.6419,11,0.84,139,3,0.643,0.201
gps_spoofing,ekf,3x_noise_p95,136.21,16.31,12.5799,2.6879,0.7712,0.6065,-0.6606,11,0.84,139,3,0.631,0.197
gps_spoofing,ekf,3x_noise_p95,136.3,16.4,12.5585,2.6879,0.7657,0.6018,-0.6606,11,0.84,139,3,0.624,0.192
